Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	exo_control_1 Spectral Count	exo_control_2 Spectral Count	exo_control_3 Spectral Count	exo_hyb_1 Spectral Count	exo_hyb_2 Spectral Count	exo_hyb_3 Spectral Count	exo_control_1 Unique Spectral Count	exo_control_2 Unique Spectral Count	exo_control_3 Unique Spectral Count	exo_hyb_1 Unique Spectral Count	exo_hyb_2 Unique Spectral Count	exo_hyb_3 Unique Spectral Count	exo_control_1 Total Spectral Count	exo_control_2 Total Spectral Count	exo_control_3 Total Spectral Count	exo_hyb_1 Total Spectral Count	exo_hyb_2 Total Spectral Count	exo_hyb_3 Total Spectral Count	exo_control_1 Intensity	exo_control_2 Intensity	exo_control_3 Intensity	exo_hyb_1 Intensity	exo_hyb_2 Intensity	exo_hyb_3 Intensity	exo_control_1 MaxLFQ Intensity	exo_control_2 MaxLFQ Intensity	exo_control_3 MaxLFQ Intensity	exo_hyb_1 MaxLFQ Intensity	exo_hyb_2 MaxLFQ Intensity	exo_hyb_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9JJI8|RL38_MOUSE	Q9JJI8	RL38_MOUSE	Rpl38	70	Mus musculus	1:Experimental evidence at protein level	Large ribosomal subunit protein eL38	1.0	0.999	5	139	139	139	21	25	18	17	31	27	21	25	18	17	31	27	21	25	18	17	31	27	9770063.0	6785572.0	4551799.0	7778232.0	8682437.0	7501165.0	3825554.2	2431429.8	1890671.0	2700787.8	2851759.0	2552346.5	
sp|Q9JJK2|LANC2_MOUSE	Q9JJK2	LANC2_MOUSE	Lancl2	450	Mus musculus	1:Experimental evidence at protein level	LanC-like protein 2	1.0	0.999	4	22	0	22	3	6	3	2	2	6	0	0	0	0	0	0	3	6	3	2	2	6	105195.734	136806.0	156058.27	135956.48	100736.77	157237.34	63433.152	71633.18	53894.98	82512.29	61326.418	80358.23	tr|F6RJV6|F6RJV6_MOUSE
sp|Q9JJK5|HERP1_MOUSE	Q9JJK5	HERP1_MOUSE	Herpud1	391	Mus musculus	1:Experimental evidence at protein level	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein	1.0	0.999	4	35	0	35	4	6	5	9	6	5	0	0	0	0	0	0	4	6	5	9	6	5	235026.3	270375.72	223410.72	374731.4	408252.38	339780.5	122896.06	131942.1	120115.16	149059.81	125926.055	143866.94	tr|Q8C4N0|Q8C4N0_MOUSE
sp|Q9JJL8|SYSM_MOUSE	Q9JJL8	SYSM_MOUSE	Sars2	518	Mus musculus	1:Experimental evidence at protein level	Serine--tRNA ligase, mitochondrial	1.0	0.9988	2	2	2	2	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0.0	76427.016	0.0	55096.258	0.0	0.0	0.0	45244.117	0.0	55096.258	0.0	0.0	
sp|Q9JJN5|CBPN_MOUSE	Q9JJN5	CBPN_MOUSE	Cpn1	457	Mus musculus	1:Experimental evidence at protein level	Carboxypeptidase N catalytic chain	0.9334	0.999	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	53319.832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9JJQ0|PIGB_MOUSE	Q9JJQ0	PIGB_MOUSE	Pigb	542	Mus musculus	2:Experimental evidence at transcript level	GPI mannosyltransferase 3	1.0	0.999	4	21	21	21	0	4	3	5	6	3	0	4	3	5	6	3	0	4	3	5	6	3	0.0	80063.766	50333.5	116877.375	143823.47	87839.266	0.0	59969.383	55184.19	54829.246	49334.37	50066.92	
sp|Q9JJT0|RCL1_MOUSE	Q9JJT0	RCL1_MOUSE	Rcl1	373	Mus musculus	2:Experimental evidence at transcript level	RNA 3'-terminal phosphate cyclase-like protein	0.9084	0.9986	1	3	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0.0	0.0	0.0	45942.64	0.0	26769.053	0.0	0.0	0.0	45942.64	0.0	26769.053	tr|A0A494BAM2|A0A494BAM2_MOUSE
sp|Q9JJU8|SH3L1_MOUSE	Q9JJU8	SH3L1_MOUSE	Sh3bgrl	114	Mus musculus	1:Experimental evidence at protein level	Adapter Sh3bgrl	1.0	0.999	6	60	60	60	6	10	13	8	8	15	6	10	13	8	8	15	6	10	13	8	8	15	447723.75	395632.62	797822.0	576912.9	515421.56	746353.3	211432.2	243240.25	292897.47	203646.8	232229.62	276867.0	
sp|Q9JJX7|TYDP2_MOUSE	Q9JJX7	TYDP2_MOUSE	Tdp2	370	Mus musculus	1:Experimental evidence at protein level	Tyrosyl-DNA phosphodiesterase 2	0.9904	0.9982	1	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0.0	0.0	0.0	5963.39	14695.039	0.0	0.0	0.0	0.0	5963.39	14695.039	0.0	
sp|Q9JJY4|DDX20_MOUSE	Q9JJY4	DDX20_MOUSE	Ddx20	825	Mus musculus	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX20	1.0	0.999	2	10	2	10	2	4	2	0	0	2	0	1	1	0	0	0	2	4	2	0	0	2	51607.875	118754.08	141620.28	0.0	0.0	70000.14	63332.496	61637.395	64947.613	0.0	0.0	85903.24	
sp|Q9JJZ2|TBA8_MOUSE	Q9JJZ2	TBA8_MOUSE	Tuba8	449	Mus musculus	1:Experimental evidence at protein level	Tubulin alpha-8 chain	1.0	0.999	16	16	16	588	2	2	2	4	1	5	2	2	2	4	1	5	81	113	99	105	86	104	2169.1106	1707.5479	847.4292	18692.344	1181.3517	2731.176	1740.2606	1358.1681	1826.585	4964.484	1415.8213	1765.3613	
sp|Q9JJZ4|UB2J1_MOUSE	Q9JJZ4	UB2J1_MOUSE	Ube2j1	318	Mus musculus	1:Experimental evidence at protein level	Ubiquitin-conjugating enzyme E2 J1	1.0	0.999	3	14	0	14	1	3	3	2	3	2	0	0	0	0	0	0	1	3	3	2	3	2	6138.2227	56568.594	84850.16	120493.945	128625.58	95560.94	8751.516	80652.164	100211.164	64819.066	23549.656	80119.44	tr|F6SPK0|F6SPK0_MOUSE
sp|Q9JJZ6|KLF13_MOUSE	Q9JJZ6	KLF13_MOUSE	Klf13	289	Mus musculus	1:Experimental evidence at protein level	Krueppel-like factor 13	0.8678	0.9979	1	3	3	3	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0.0	7363.0986	5827.59	13383.209	0.0	0.0	0.0	7363.0986	5827.59	13383.209	0.0	0.0	
sp|Q9JK23|PSMG1_MOUSE	Q9JK23	PSMG1_MOUSE	Psmg1	289	Mus musculus	1:Experimental evidence at protein level	Proteasome assembly chaperone 1	1.0	0.999	4	18	0	18	1	2	4	3	5	3	0	0	0	0	0	0	1	2	4	3	5	3	69700.17	117111.85	115870.7	148070.66	222249.1	149408.0	69700.17	81106.27	80982.31	99379.95	104545.62	87487.76	tr|A0A3B2WB82|A0A3B2WB82_MOUSE
sp|Q9JK38|GNA1_MOUSE	Q9JK38	GNA1_MOUSE	Gnpnat1	184	Mus musculus	1:Experimental evidence at protein level	Glucosamine 6-phosphate N-acetyltransferase	1.0	0.999	5	45	0	45	5	8	7	8	10	7	0	0	0	0	0	0	5	8	7	8	10	7	636012.4	673130.5	543401.06	890075.1	953113.8	701193.3	284974.34	364338.66	293886.78	444039.03	462128.72	349306.44	
sp|Q9JK42|PDK2_MOUSE	Q9JK42	PDK2_MOUSE	Pdk2	407	Mus musculus	1:Experimental evidence at protein level	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial	1.0	0.999	2	4	4	4	0	3	1	0	0	0	0	3	1	0	0	0	0	3	1	0	0	0	0.0	116004.28	22888.377	71764.31	0.0	0.0	0.0	83058.52	22888.377	71764.31	0.0	0.0	
sp|Q9JK48|SHLB1_MOUSE	Q9JK48	SHLB1_MOUSE	Sh3glb1	365	Mus musculus	1:Experimental evidence at protein level	Endophilin-B1	1.0	0.999	3	7	0	7	1	3	1	1	1	0	0	0	0	0	0	0	1	3	1	1	1	0	52797.58	108376.32	45008.81	39424.703	51458.07	0.0	52797.58	46123.996	45008.81	39424.703	51458.07	0.0	
sp|Q9JK53|PRELP_MOUSE	Q9JK53	PRELP_MOUSE	Prelp	378	Mus musculus	1:Experimental evidence at protein level	Prolargin	1.0	0.999	4	31	31	31	4	3	6	4	9	5	4	3	6	4	9	5	4	3	6	4	9	5	280693.84	156050.23	356625.5	281529.4	419961.62	242103.77	124971.586	74915.81	97269.92	119889.695	139907.28	61291.906	
sp|Q9JK81|MYG1_MOUSE	Q9JK81	MYG1_MOUSE	Myg1	380	Mus musculus	1:Experimental evidence at protein level	MYG1 exonuclease	1.0	0.999	10	64	12	64	9	11	9	12	13	10	2	1	2	2	2	3	9	11	9	12	13	10	417152.72	573234.7	777020.3	1804333.0	1029059.06	595128.25	231219.02	239925.72	232545.6	351646.62	267255.78	264425.9	
sp|Q9JK88|SPI2_MOUSE	Q9JK88	SPI2_MOUSE	Serpini2	405	Mus musculus	1:Experimental evidence at protein level	Serpin I2	1.0	0.999	29	482	482	512	72	84	71	85	89	81	72	84	71	85	89	81	77	89	75	90	95	86	1.0055488E7	1.0561401E7	7716696.0	1.5914147E7	1.4748722E7	8695312.0	1089807.9	1308390.1	1125409.1	1402821.5	1241955.8	1171321.1	
sp|Q9JKB1|UCHL3_MOUSE	Q9JKB1	UCHL3_MOUSE	Uchl3	230	Mus musculus	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase isozyme L3	1.0	0.999	15	114	0	114	16	24	22	17	15	20	0	0	0	0	0	0	16	24	22	17	15	20	1905936.0	1591960.5	1362845.8	1240347.5	1341046.5	1504716.4	340118.2	333705.62	301775.8	285847.1	334483.2	333272.7	
sp|Q9JKB3-2|YBOX3_MOUSE	Q9JKB3-2	YBOX3_MOUSE	Ybx3	292	Mus musculus		Isoform 2 of Y-box-binding protein 3	1.0	0.999	19	160	15	294	22	26	26	31	27	28	2	4	2	3	2	2	38	49	49	50	56	52	1648350.2	2325752.2	1850144.9	3068767.8	2845700.5	2420625.0	559070.44	671423.5	583538.75	789297.6	672703.2	664413.25	
sp|Q9JKB3|YBOX3_MOUSE	Q9JKB3	YBOX3_MOUSE	Ybx3	361	Mus musculus	1:Experimental evidence at protein level	Y-box-binding protein 3	1.0	0.999	18	2	2	281	0	1	1	0	0	0	0	1	1	0	0	0	36	46	48	47	54	50	0.0	45831.94	24495.709	35447.117	0.0	0.0	0.0	45831.94	0.0	35447.117	0.0	0.0	
sp|Q9JKC8|AP3M1_MOUSE	Q9JKC8	AP3M1_MOUSE	Ap3m1	418	Mus musculus	1:Experimental evidence at protein level	AP-3 complex subunit mu-1	1.0	0.999	10	59	0	59	9	9	6	11	14	10	0	0	0	0	0	0	9	9	6	11	14	10	450854.38	482151.12	370307.38	930279.56	517682.88	408181.75	112734.96	125267.0	96907.586	137286.83	132658.4	101630.04	
sp|Q9JKF1|IQGA1_MOUSE	Q9JKF1	IQGA1_MOUSE	Iqgap1	1657	Mus musculus	1:Experimental evidence at protein level	Ras GTPase-activating-like protein IQGAP1	1.0	0.999	58	355	315	355	47	53	49	77	71	58	39	48	45	66	65	52	47	53	49	77	71	58	3831880.0	2995504.2	2718297.5	5249774.0	4827395.5	3278852.8	397482.22	328796.9	343115.56	418230.38	412543.53	364022.03	
sp|Q9JKF7|RM39_MOUSE	Q9JKF7	RM39_MOUSE	Mrpl39	336	Mus musculus	1:Experimental evidence at protein level	Large ribosomal subunit protein mL39	0.9993	0.999	2	6	6	6	2	1	2	0	1	0	2	1	2	0	1	0	2	1	2	0	1	0	265259.8	83118.04	73537.76	85823.63	81722.05	0.0	108260.555	92812.445	82114.77	95833.6	91253.625	0.0	
sp|Q9JKJ9|CP39A_MOUSE	Q9JKJ9	CP39A_MOUSE	Cyp39a1	470	Mus musculus	1:Experimental evidence at protein level	24-hydroxycholesterol 7-alpha-hydroxylase	1.0	0.999	15	138	0	138	21	28	21	23	24	21	0	0	0	0	0	0	21	28	21	23	24	21	2042009.5	2297646.2	1858239.6	1925923.2	2311562.8	1772969.4	380749.0	388637.22	345586.12	342435.66	396156.72	323734.2	
sp|Q9JKK1-2|STX6_MOUSE	Q9JKK1-2	STX6_MOUSE	Stx6	255	Mus musculus		Isoform 2 of Syntaxin-6	1.0	0.999	2	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0.0	12067.603	0.0	0.0	17053.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9JKK1|STX6_MOUSE
sp|Q9JKL4|NDUF3_MOUSE	Q9JKL4	NDUF3_MOUSE	Ndufaf3	185	Mus musculus	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	1.0	0.999	3	22	14	22	3	5	4	1	5	4	2	3	2	1	4	2	3	5	4	1	5	4	337070.62	309134.53	295258.06	226780.48	313281.0	325783.1	260415.89	245427.36	243868.92	226780.48	247721.6	274822.84	
sp|Q9JKN1|ZNT7_MOUSE	Q9JKN1	ZNT7_MOUSE	Slc30a7	378	Mus musculus	1:Experimental evidence at protein level	Zinc transporter 7	1.0	0.999	3	15	15	15	4	1	2	2	4	2	4	1	2	2	4	2	4	1	2	2	4	2	121276.016	31721.266	50063.08	148413.47	136317.94	25909.59	45104.297	48507.895	29726.736	49602.977	51558.67	39620.727	
sp|Q9JKP5|MBNL1_MOUSE	Q9JKP5	MBNL1_MOUSE	Mbnl1	341	Mus musculus	1:Experimental evidence at protein level	Muscleblind-like protein 1	0.9858	0.9989	2	8	0	9	2	1	1	2	1	1	0	0	0	0	0	0	2	1	1	2	2	1	45795.973	15337.486	11085.745	45903.22	26673.775	61609.176	45795.973	15337.486	11085.745	45903.22	26673.775	61609.176	tr|A0A0A6YVV8|A0A0A6YVV8_MOUSE, tr|A0A0A6YWB0|A0A0A6YWB0_MOUSE, tr|A0A0A6YXE3|A0A0A6YXE3_MOUSE, tr|G3X9Q0|G3X9Q0_MOUSE
sp|Q9JKR6|HYOU1_MOUSE	Q9JKR6	HYOU1_MOUSE	Hyou1	999	Mus musculus	1:Experimental evidence at protein level	Hypoxia up-regulated protein 1	1.0	0.999	72	1614	1151	1614	244	281	252	291	273	273	167	202	187	211	191	193	244	281	252	291	273	273	3.3337406E7	3.4612148E7	3.189802E7	4.33197E7	4.347291E7	3.3316196E7	3926723.5	4375944.0	3944620.8	4900777.5	4953294.0	3966396.0	
sp|Q9JKS5|HABP4_MOUSE	Q9JKS5	HABP4_MOUSE	Habp4	411	Mus musculus	1:Experimental evidence at protein level	Intracellular hyaluronan-binding protein 4	1.0	0.9986	2	5	0	5	2	0	1	1	0	1	0	0	0	0	0	0	2	0	1	1	0	1	43649.234	0.0	29513.98	19074.549	0.0	35235.55	0.0	0.0	29513.98	19074.549	0.0	35235.55	
sp|Q9JKV1|ADRM1_MOUSE	Q9JKV1	ADRM1_MOUSE	Adrm1	407	Mus musculus	1:Experimental evidence at protein level	Proteasomal ubiquitin receptor ADRM1	1.0	0.999	4	40	0	40	5	6	6	8	6	9	0	0	0	0	0	0	5	6	6	8	6	9	489253.0	612654.06	567811.4	619407.9	431109.62	587560.6	327700.62	409457.53	434857.16	383997.7	286805.3	390519.6	tr|A0A0A6YVU8|A0A0A6YVU8_MOUSE
sp|Q9JKX4-2|AATF_MOUSE	Q9JKX4-2	AATF_MOUSE	Aatf	411	Mus musculus		Isoform 2 of Protein AATF	1.0	0.999	2	5	0	5	0	1	0	2	2	0	0	0	0	0	0	0	0	1	0	2	2	0	0.0	72957.15	0.0	122152.85	29829.613	0.0	0.0	53657.246	0.0	69504.36	74988.164	0.0	sp|Q9JKX4|AATF_MOUSE
sp|Q9JKX6|NUDT5_MOUSE	Q9JKX6	NUDT5_MOUSE	Nudt5	218	Mus musculus	1:Experimental evidence at protein level	ADP-sugar pyrophosphatase	1.0	0.999	3	16	13	16	2	2	3	3	3	3	2	2	2	2	2	3	2	2	3	3	3	3	148898.19	115793.734	177040.31	248631.06	307194.38	137465.19	98330.3	75460.29	100363.195	96415.75	112568.18	80000.43	
sp|Q9JKY0|CNOT9_MOUSE	Q9JKY0	CNOT9_MOUSE	Cnot9	299	Mus musculus	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 9	0.9028	0.9985	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	108000.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9JKY5|HIP1R_MOUSE	Q9JKY5	HIP1R_MOUSE	Hip1r	1068	Mus musculus	1:Experimental evidence at protein level	Huntingtin-interacting protein 1-related protein	1.0	0.999	20	74	45	74	8	14	10	17	14	11	4	8	7	10	7	9	8	14	10	17	14	11	458358.3	552317.8	514189.78	819250.4	562298.56	658184.75	98986.086	99987.69	118919.68	105522.586	91458.59	100401.03	
sp|Q9JL35|HMGN5_MOUSE	Q9JL35	HMGN5_MOUSE	Hmgn5	406	Mus musculus	1:Experimental evidence at protein level	High mobility group nucleosome-binding domain-containing protein 5	0.9998	0.999	1	8	8	8	1	1	2	1	2	1	1	1	2	1	2	1	1	1	2	1	2	1	127539.125	58988.188	118957.72	109650.2	147184.3	82760.6	127539.125	58988.188	67920.695	109650.2	147184.3	82760.6	
sp|Q9JL62|GLTP_MOUSE	Q9JL62	GLTP_MOUSE	Gltp	209	Mus musculus	1:Experimental evidence at protein level	Glycolipid transfer protein	0.9334	0.999	1	20	0	20	3	4	3	3	3	4	0	0	0	0	0	0	3	4	3	3	3	4	223463.25	332576.53	252279.97	193310.58	246789.72	261517.34	223463.25	332576.53	252279.97	193310.58	246789.72	261517.34	tr|D3Z1H8|D3Z1H8_MOUSE, tr|D3Z1H9|D3Z1H9_MOUSE
sp|Q9JLF6|TGM1_MOUSE	Q9JLF6	TGM1_MOUSE	Tgm1	815	Mus musculus	1:Experimental evidence at protein level	Protein-glutamine gamma-glutamyltransferase K	1.0	0.999	7	23	0	23	11	1	1	2	7	1	0	0	0	0	0	0	11	1	1	2	7	1	2348905.2	55829.715	70493.414	74942.42	734024.44	64038.82	759611.44	55873.703	70548.95	39105.13	209882.9	64089.273	tr|A0A0R4J293|A0A0R4J293_MOUSE
sp|Q9JLI6|SCLY_MOUSE	Q9JLI6	SCLY_MOUSE	Scly	432	Mus musculus	1:Experimental evidence at protein level	Selenocysteine lyase	1.0	0.999	5	21	0	21	2	3	3	6	3	4	0	0	0	0	0	0	2	3	3	6	3	4	69129.72	95139.016	139835.19	167632.03	141649.22	184119.61	54228.418	40108.4	74513.58	60028.953	63936.79	79875.03	tr|A0A0R4J069|A0A0R4J069_MOUSE
sp|Q9JLI8|SART3_MOUSE	Q9JLI8	SART3_MOUSE	Sart3	962	Mus musculus	1:Experimental evidence at protein level	Squamous cell carcinoma antigen recognized by T-cells 3	1.0	0.999	5	23	19	23	1	2	4	7	4	5	1	2	4	5	2	5	1	2	4	7	4	5	74770.09	103797.23	174467.23	223787.25	120540.13	144758.17	81714.73	106515.4	86297.336	84571.8	70544.01	67663.695	
sp|Q9JLJ1|SELK_MOUSE	Q9JLJ1	SELK_MOUSE	Selenok	94	Mus musculus	1:Experimental evidence at protein level	Selenoprotein K	0.9112	0.9986	1	3	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0.0	0.0	0.0	2494.1367	3835.7449	0.0	0.0	0.0	0.0	2494.1367	3835.7449	0.0	tr|A0A286YD19|A0A286YD19_MOUSE
sp|Q9JLJ2|AL9A1_MOUSE	Q9JLJ2	AL9A1_MOUSE	Aldh9a1	494	Mus musculus	1:Experimental evidence at protein level	4-trimethylaminobutyraldehyde dehydrogenase	1.0	0.999	16	126	23	126	24	18	17	25	29	13	5	5	3	4	4	2	24	18	17	25	29	13	2527218.2	1511261.6	1205754.2	2689681.0	2665022.8	1374769.9	748952.1	503168.53	414189.62	775496.3	654134.06	530928.25	
sp|Q9JLN9|MTOR_MOUSE	Q9JLN9	MTOR_MOUSE	Mtor	2549	Mus musculus	1:Experimental evidence at protein level	Serine/threonine-protein kinase mTOR	1.0	0.999	19	63	61	63	12	12	5	15	12	7	12	12	5	13	12	7	12	12	5	15	12	7	334935.97	313604.25	185905.84	487830.22	308509.9	207361.95	69539.35	52041.16	73727.95	71259.766	67976.336	71891.92	
sp|Q9JLQ0|CD2AP_MOUSE	Q9JLQ0	CD2AP_MOUSE	Cd2ap	637	Mus musculus	1:Experimental evidence at protein level	CD2-associated protein	1.0	0.999	13	55	1	55	8	7	8	11	10	11	0	0	0	0	0	1	8	7	8	11	10	11	576696.3	432401.84	452290.03	581330.8	553568.1	581813.56	115081.69	102311.58	97925.51	109072.93	108227.445	116816.29	
sp|Q9JLR9|HIG1A_MOUSE	Q9JLR9	HIG1A_MOUSE	Higd1a	95	Mus musculus	1:Experimental evidence at protein level	HIG1 domain family member 1A, mitochondrial	0.9334	0.999	1	7	0	7	1	1	2	1	1	1	0	0	0	0	0	0	1	1	2	1	1	1	69188.586	59860.68	36328.246	84575.484	61085.246	66540.016	69188.586	59860.68	36328.246	84575.484	61085.246	66540.016	tr|A0A1L1SR69|A0A1L1SR69_MOUSE, tr|A0A1L1ST61|A0A1L1ST61_MOUSE, tr|A0A1L1SV00|A0A1L1SV00_MOUSE, tr|Q8R472|Q8R472_MOUSE
sp|Q9JLT4-2|TRXR2_MOUSE	Q9JLT4-2	TRXR2_MOUSE	Txnrd2	491	Mus musculus		Isoform 2 of Thioredoxin reductase 2, mitochondrial	1.0	0.999	6	10	0	10	2	3	0	2	2	1	0	0	0	0	0	0	2	3	0	2	2	1	88838.16	51895.492	0.0	103118.016	76909.06	62217.89	56826.45	0.0	0.0	55955.4	61540.227	54126.555	sp|Q9JLT4-4|TRXR2_MOUSE, sp|Q9JLT4|TRXR2_MOUSE, tr|A0A0M3HEQ0|A0A0M3HEQ0_MOUSE, tr|A0A0U1RPV8|A0A0U1RPV8_MOUSE, tr|A0A0U1RQA4|A0A0U1RQA4_MOUSE, tr|J3QMN4|J3QMN4_MOUSE, tr|J3QMQ8|J3QMQ8_MOUSE
sp|Q9JLV1|BAG3_MOUSE	Q9JLV1	BAG3_MOUSE	Bag3	577	Mus musculus	1:Experimental evidence at protein level	BAG family molecular chaperone regulator 3	1.0	0.999	9	31	31	31	7	6	4	5	4	5	7	6	4	5	4	5	7	6	4	5	4	5	232645.38	164183.84	147463.67	168112.19	352854.5	212593.56	80822.77	82980.79	77564.125	68945.125	67290.66	80120.24	
sp|Q9JLV5|CUL3_MOUSE	Q9JLV5	CUL3_MOUSE	Cul3	768	Mus musculus	1:Experimental evidence at protein level	Cullin-3	1.0	0.999	17	67	0	67	11	10	11	15	9	11	0	0	0	0	0	0	11	10	11	15	9	11	471131.47	398680.03	479342.44	597879.4	525973.1	456695.8	93055.11	93456.18	87807.97	92249.18	105421.48	88130.875	
sp|Q9JLV6|PNKP_MOUSE	Q9JLV6	PNKP_MOUSE	Pnkp	522	Mus musculus	1:Experimental evidence at protein level	Bifunctional polynucleotide phosphatase/kinase	1.0	0.999	3	15	0	15	1	3	4	2	2	3	0	0	0	0	0	0	1	3	4	2	2	3	32428.518	74053.33	101542.44	91235.25	81838.375	112290.97	58587.023	44352.0	42442.254	52652.64	47727.984	53018.168	tr|G5E8N7|G5E8N7_MOUSE
sp|Q9JLZ3|AUHM_MOUSE	Q9JLZ3	AUHM_MOUSE	Auh	314	Mus musculus	1:Experimental evidence at protein level	Methylglutaconyl-CoA hydratase, mitochondrial	1.0	0.999	6	39	0	39	4	6	10	6	7	6	0	0	0	0	0	0	4	6	10	6	7	6	410434.44	314829.84	796633.56	796406.5	578025.3	480034.0	220157.44	151987.95	175400.8	181481.7	167977.31	133955.22	tr|A0A0R4J023|A0A0R4J023_MOUSE
sp|Q9JLZ6-2|HIC2_MOUSE	Q9JLZ6-2	HIC2_MOUSE	Hic2	566	Mus musculus		Isoform 2 of Hypermethylated in cancer 2 protein	0.9935	0.9988	1	7	0	7	1	3	0	2	1	0	0	0	0	0	0	0	1	3	0	2	1	0	73308.414	66318.1	0.0	183008.36	84865.33	0.0	73308.414	66318.1	0.0	183008.36	84865.33	0.0	sp|Q9JLZ6|HIC2_MOUSE
sp|Q9JLZ8|SIGIR_MOUSE	Q9JLZ8	SIGIR_MOUSE	Sigirr	409	Mus musculus	1:Experimental evidence at protein level	Single Ig IL-1-related receptor	1.0	0.999	3	16	10	16	3	4	3	4	1	1	3	3	1	2	1	0	3	4	3	4	1	1	63326.27	152893.7	105801.67	140827.45	76106.92	46358.734	66372.85	54331.785	55453.188	50746.805	79768.375	52190.21	
sp|Q9JM14|NT5C_MOUSE	Q9JM14	NT5C_MOUSE	Nt5c	200	Mus musculus	1:Experimental evidence at protein level	5'(3')-deoxyribonucleotidase, cytosolic type	1.0	0.999	4	19	0	19	1	4	4	3	3	4	0	0	0	0	0	0	1	4	4	3	3	4	42487.906	266739.9	241945.56	330574.8	178842.45	220445.97	98664.28	98964.54	101974.56	110470.28	134748.38	99274.555	tr|A2A9X5|A2A9X5_MOUSE
sp|Q9JM52-2|MINK1_MOUSE	Q9JM52-2	MINK1_MOUSE	Mink1	1300	Mus musculus		Isoform 1 of Misshapen-like kinase 1	0.9209	0.9988	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	7626.255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9JM52-3|MINK1_MOUSE, sp|Q9JM52|MINK1_MOUSE, tr|F7AMS7|F7AMS7_MOUSE, tr|G3X9G2|G3X9G2_MOUSE, tr|J3QM71|J3QM71_MOUSE, tr|Q5SXG1|Q5SXG1_MOUSE, tr|Q5SXG3|Q5SXG3_MOUSE
sp|Q9JM62-2|REEP6_MOUSE	Q9JM62-2	REEP6_MOUSE	Reep6	174	Mus musculus		Isoform 2 of Receptor expression-enhancing protein 6	1.0	0.999	2	4	0	4	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0.0	6853.9844	0.0	272126.0	111795.39	0.0	0.0	21555.62	0.0	152616.8	76306.67	0.0	sp|Q9JM62|REEP6_MOUSE
sp|Q9JM76|ARPC3_MOUSE	Q9JM76	ARPC3_MOUSE	Arpc3	178	Mus musculus	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 3	1.0	0.999	6	57	18	57	6	13	9	11	8	10	1	4	5	3	2	3	6	13	9	11	8	10	755717.44	1073764.4	631218.3	952043.56	828176.5	838625.8	389784.22	323012.0	270950.6	315152.2	313649.06	306307.9	
sp|Q9JM93|AR6P4_MOUSE	Q9JM93	AR6P4_MOUSE	Arl6ip4	229	Mus musculus	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 6-interacting protein 4	0.9334	0.999	1	7	0	7	1	1	1	1	2	1	0	0	0	0	0	0	1	1	1	1	2	1	40646.133	45437.914	37210.34	33651.992	28606.773	41300.47	40646.133	45437.914	37210.34	33651.992	28606.773	41300.47	tr|D3YWC2|D3YWC2_MOUSE, tr|D3Z6F1|D3Z6F1_MOUSE
sp|Q9JM96|BORG4_MOUSE	Q9JM96	BORG4_MOUSE	Cdc42ep4	349	Mus musculus	1:Experimental evidence at protein level	Cdc42 effector protein 4	0.9329	0.999	1	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	0.0	102479.57	16373.064	0.0	0.0	0.0	0.0	102479.57	16373.064	0.0	
