Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	endo_control_1 Spectral Count	endo_control_2 Spectral Count	endo_control_3 Spectral Count	endo_hyb_1 Spectral Count	endo_hyb_2 Spectral Count	endo_hyb_3 Spectral Count	endo_control_1 Unique Spectral Count	endo_control_2 Unique Spectral Count	endo_control_3 Unique Spectral Count	endo_hyb_1 Unique Spectral Count	endo_hyb_2 Unique Spectral Count	endo_hyb_3 Unique Spectral Count	endo_control_1 Total Spectral Count	endo_control_2 Total Spectral Count	endo_control_3 Total Spectral Count	endo_hyb_1 Total Spectral Count	endo_hyb_2 Total Spectral Count	endo_hyb_3 Total Spectral Count	endo_control_1 Intensity	endo_control_2 Intensity	endo_control_3 Intensity	endo_hyb_1 Intensity	endo_hyb_2 Intensity	endo_hyb_3 Intensity	endo_control_1 MaxLFQ Intensity	endo_control_2 MaxLFQ Intensity	endo_control_3 MaxLFQ Intensity	endo_hyb_1 MaxLFQ Intensity	endo_hyb_2 MaxLFQ Intensity	endo_hyb_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9QYH6|MAGD1_MOUSE	Q9QYH6	MAGD1_MOUSE	Maged1	775	Mus musculus	1:Experimental evidence at protein level	Melanoma-associated antigen D1	1.0	0.999	12	49	39	49	6	14	1	16	9	3	5	11	0	14	8	1	6	14	1	16	9	3	535613.25	648828.4	74413.61	845119.56	684680.2	756639.9	133584.53	161932.94	79390.664	168406.11	155150.34	168366.08	
sp|Q9QYI3|DNJC7_MOUSE	Q9QYI3	DNJC7_MOUSE	Dnajc7	494	Mus musculus	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 7	1.0	0.999	14	49	0	49	12	14	0	12	11	0	0	0	0	0	0	0	12	14	0	12	11	0	661741.75	695807.4	0.0	507967.0	675415.9	0.0	98711.484	101344.11	0.0	116160.62	104987.47	0.0	tr|A0A6I8MWX8|A0A6I8MWX8_MOUSE, tr|A0A6I8MX00|A0A6I8MX00_MOUSE, tr|A2A5E1|A2A5E1_MOUSE
sp|Q9QYI4|DJB12_MOUSE	Q9QYI4	DJB12_MOUSE	Dnajb12	376	Mus musculus	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 12	1.0	0.999	5	14	2	14	2	6	0	2	4	0	0	1	0	0	1	0	2	6	0	2	4	0	57032.18	127036.3	0.0	25966.787	125604.81	0.0	27516.639	59429.008	0.0	41060.715	38361.562	0.0	
sp|Q9QYI5|DNJB2_MOUSE	Q9QYI5	DNJB2_MOUSE	Dnajb2	324	Mus musculus	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 2	1.0	0.999	8	25	1	25	5	8	0	7	5	0	0	1	0	0	0	0	5	8	0	7	5	0	377288.6	368132.0	0.0	309318.53	326580.2	204170.39	84405.03	79756.016	0.0	71222.34	71742.06	118660.26	
sp|Q9QYI6|DNJB9_MOUSE	Q9QYI6	DNJB9_MOUSE	Dnajb9	222	Mus musculus	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 9	1.0	0.999	10	74	67	74	19	16	2	15	19	3	18	15	2	14	16	2	19	16	2	15	19	3	1321489.5	1198428.6	433483.38	828161.1	1454164.4	735439.06	471305.16	407297.6	349233.75	269584.28	483352.1	307625.72	
sp|Q9QYJ0|DNJA2_MOUSE	Q9QYJ0	DNJA2_MOUSE	Dnaja2	412	Mus musculus	1:Experimental evidence at protein level	DnaJ homolog subfamily A member 2	1.0	0.999	10	37	37	37	10	8	0	11	7	1	10	8	0	11	7	1	10	8	0	11	7	1	619810.06	615188.9	0.0	464165.1	623812.8	509231.4	133020.78	120352.06	0.0	107114.81	109880.734	158026.55	
sp|Q9QYJ3|DNJB1_MOUSE	Q9QYJ3	DNJB1_MOUSE	Dnajb1	340	Mus musculus	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 1	1.0	0.999	4	13	0	13	6	5	0	2	0	0	0	0	0	0	0	0	6	5	0	2	0	0	196097.95	142419.83	0.0	90591.16	92285.99	0.0	62539.57	48746.953	0.0	57328.26	53335.68	0.0	tr|Q3TYL7|Q3TYL7_MOUSE
sp|Q9QYK7|RNF11_MOUSE	Q9QYK7	RNF11_MOUSE	Rnf11	154	Mus musculus	1:Experimental evidence at protein level	RING finger protein 11	0.9434	0.999	1	4	0	4	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	46849.258	66362.32	0.0	35262.215	40085.043	0.0	46849.258	66362.32	0.0	35262.215	40085.043	0.0	tr|Z4YLT8|Z4YLT8_MOUSE
sp|Q9QYR9|ACOT2_MOUSE	Q9QYR9	ACOT2_MOUSE	Acot2	453	Mus musculus	1:Experimental evidence at protein level	Acyl-coenzyme A thioesterase 2, mitochondrial	1.0	0.999	12	45	23	45	6	10	0	16	11	2	3	5	0	8	6	1	6	10	0	16	11	2	626397.44	538759.3	0.0	519306.7	586613.25	415787.4	118285.234	136597.05	0.0	106869.44	133353.25	172839.3	
sp|Q9QYX7-2|PCLO_MOUSE	Q9QYX7-2	PCLO_MOUSE	Pclo	4863	Mus musculus		Isoform 2 of Protein piccolo	1.0	0.999	17	31	0	31	5	12	0	8	6	0	0	0	0	0	0	0	5	12	0	8	6	0	412229.56	602403.3	0.0	319697.9	367198.03	30045.674	116249.16	122677.336	0.0	112205.56	106546.16	124959.35	sp|Q9QYX7|PCLO_MOUSE
sp|Q9QZ05-2|E2AK4_MOUSE	Q9QZ05-2	E2AK4_MOUSE	Eif2ak4	1536	Mus musculus		Isoform 2 of eIF-2-alpha kinase GCN2	0.8731	0.9976	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	36769.02	55587.766	0.0	52739.8	52586.023	0.0	36769.02	55587.766	0.0	52739.8	52586.023	0.0	sp|Q9QZ05-3|E2AK4_MOUSE, sp|Q9QZ05-4|E2AK4_MOUSE, sp|Q9QZ05|E2AK4_MOUSE, tr|A2AUM0|A2AUM0_MOUSE, tr|A2AUM1|A2AUM1_MOUSE, tr|A2AUM2|A2AUM2_MOUSE
sp|Q9QZ06|TOLIP_MOUSE	Q9QZ06	TOLIP_MOUSE	Tollip	274	Mus musculus	1:Experimental evidence at protein level	Toll-interacting protein	1.0	0.999	13	83	0	83	16	15	4	24	15	9	0	0	0	0	0	0	16	15	4	24	15	9	1420830.1	1074170.5	450658.06	1297310.9	1181264.8	1723889.2	394089.3	357880.94	286428.53	370306.9	371563.06	442946.6	
sp|Q9QZ08|NAGK_MOUSE	Q9QZ08	NAGK_MOUSE	Nagk	343	Mus musculus	1:Experimental evidence at protein level	N-acetyl-D-glucosamine kinase	1.0	0.999	11	48	0	48	12	12	1	9	10	4	0	0	0	0	0	0	12	12	1	9	10	4	1308179.4	855356.06	314428.2	471878.53	1618182.1	1333637.0	310994.9	297515.47	457844.78	331704.28	372418.0	344692.38	
sp|Q9QZ23|NFU1_MOUSE	Q9QZ23	NFU1_MOUSE	Nfu1	255	Mus musculus	1:Experimental evidence at protein level	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	1.0	0.999	3	17	0	17	3	4	2	3	4	1	0	0	0	0	0	0	3	4	2	3	4	1	289784.3	424082.3	130095.75	137547.86	409378.56	148843.84	136536.83	165577.77	182690.0	83354.96	161891.78	108954.16	tr|A0A0N4SUH8|A0A0N4SUH8_MOUSE
sp|Q9QZ73|DCNL1_MOUSE	Q9QZ73	DCNL1_MOUSE	Dcun1d1	259	Mus musculus	2:Experimental evidence at transcript level	DCN1-like protein 1	1.0	0.999	5	10	0	10	0	3	0	4	3	0	0	0	0	0	0	0	0	3	0	4	3	0	98942.09	112079.84	0.0	163352.97	129438.75	0.0	42055.33	44056.832	0.0	59162.094	39026.695	0.0	
sp|Q9QZ85|IIGP1_MOUSE	Q9QZ85	IIGP1_MOUSE	Iigp1	413	Mus musculus	1:Experimental evidence at protein level	Interferon-inducible GTPase 1	0.9433	0.999	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	48057.3	21096.785	0.0	0.0	0.0	0.0	48057.3	21096.785	0.0	0.0	0.0	0.0	
sp|Q9QZ88|VPS29_MOUSE	Q9QZ88	VPS29_MOUSE	Vps29	182	Mus musculus	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 29	1.0	0.999	5	22	0	22	5	4	0	7	5	1	0	0	0	0	0	0	5	4	0	7	5	1	354977.88	279977.72	0.0	397659.8	445249.97	204546.56	147012.47	165451.39	0.0	157617.28	160035.23	113195.13	tr|D3Z645|D3Z645_MOUSE
sp|Q9QZB7|ARP10_MOUSE	Q9QZB7	ARP10_MOUSE	Actr10	417	Mus musculus	1:Experimental evidence at protein level	Actin-related protein 10	1.0	0.999	7	21	18	21	5	7	1	4	4	0	5	6	1	3	3	0	5	7	1	4	4	0	391821.72	327868.38	130553.56	319222.72	400206.75	149146.03	101868.914	104092.59	134379.78	94530.21	111699.51	83670.68	
sp|Q9QZB9|DCTN5_MOUSE	Q9QZB9	DCTN5_MOUSE	Dctn5	182	Mus musculus	1:Experimental evidence at protein level	Dynactin subunit 5	0.9434	0.999	1	5	5	5	1	1	0	1	2	0	1	1	0	1	2	0	1	1	0	1	2	0	72174.86	58912.586	0.0	41916.71	58272.625	0.0	72174.86	58912.586	0.0	41916.71	58272.625	0.0	
sp|Q9QZD8|DIC_MOUSE	Q9QZD8	DIC_MOUSE	Slc25a10	287	Mus musculus	1:Experimental evidence at protein level	Mitochondrial dicarboxylate carrier	1.0	0.999	2	9	9	9	3	0	0	5	1	0	3	0	0	5	1	0	3	0	0	5	1	0	69761.62	7940.092	0.0	198009.45	281999.97	0.0	95445.54	32779.37	0.0	78084.086	73453.36	0.0	
sp|Q9QZD9|EIF3I_MOUSE	Q9QZD9	EIF3I_MOUSE	Eif3i	325	Mus musculus	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit I	1.0	0.999	12	105	83	105	22	21	1	28	20	13	18	17	1	22	16	9	22	21	1	28	20	13	1824888.6	1644477.0	207701.52	1703251.9	1991268.9	1696825.6	276041.84	279401.25	372294.06	248083.39	286133.88	282119.1	
sp|Q9QZE5|COPG1_MOUSE	Q9QZE5	COPG1_MOUSE	Copg1	874	Mus musculus	1:Experimental evidence at protein level	Coatomer subunit gamma-1	1.0	0.999	44	530	421	530	92	116	27	129	117	49	73	92	24	101	93	38	92	116	27	129	117	49	1.2506328E7	1.6257544E7	6394618.5	1.5453184E7	1.7484804E7	1.194158E7	1670194.9	1835637.1	1434435.6	2265516.8	2133264.8	1630632.4	
sp|Q9QZE7|TSNAX_MOUSE	Q9QZE7	TSNAX_MOUSE	Tsnax	290	Mus musculus	1:Experimental evidence at protein level	Translin-associated protein X	1.0	0.999	10	36	6	36	9	7	0	10	10	0	1	2	0	1	2	0	9	7	0	10	10	0	454220.5	344178.97	0.0	362275.7	384184.06	61432.08	98799.766	103750.5	0.0	98465.766	96088.8	134627.02	
sp|Q9QZH3|PPIE_MOUSE	Q9QZH3	PPIE_MOUSE	Ppie	301	Mus musculus	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase E	1.0	0.999	3	7	7	7	0	2	0	3	2	0	0	2	0	3	2	0	0	2	0	3	2	0	98692.92	96732.41	0.0	159247.06	97218.74	0.0	58679.02	57380.492	0.0	64869.19	58264.812	0.0	
sp|Q9QZH6|ECSIT_MOUSE	Q9QZH6	ECSIT_MOUSE	Ecsit	435	Mus musculus	1:Experimental evidence at protein level	Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial	1.0	0.999	3	7	0	7	1	3	0	1	2	0	0	0	0	0	0	0	1	3	0	1	2	0	31702.613	181633.44	0.0	26940.53	128149.13	0.0	61372.094	50263.996	0.0	52153.324	52970.363	0.0	tr|A0A0R4J174|A0A0R4J174_MOUSE
sp|Q9QZI8|SERC1_MOUSE	Q9QZI8	SERC1_MOUSE	Serinc1	453	Mus musculus	1:Experimental evidence at protein level	Serine incorporator 1	1.0	0.999	2	6	6	6	1	3	0	1	1	0	1	3	0	1	1	0	1	3	0	1	1	0	52167.54	54088.773	0.0	16170.885	35053.4	0.0	36627.695	31571.562	0.0	27084.713	16377.508	0.0	
sp|Q9QZM0|UBQL2_MOUSE	Q9QZM0	UBQL2_MOUSE	Ubqln2	638	Mus musculus	1:Experimental evidence at protein level	Ubiquilin-2	1.0	0.999	14	141	79	141	27	33	5	37	29	10	14	16	2	24	18	5	27	33	5	37	29	10	2595704.8	2502468.0	751894.0	3015529.2	2789054.5	1830025.1	435193.2	402847.8	611869.94	518228.75	419418.84	377965.1	
sp|Q9QZN4|FBX6_MOUSE	Q9QZN4	FBX6_MOUSE	Fbxo6	295	Mus musculus	1:Experimental evidence at protein level	F-box only protein 6	1.0	0.999	3	5	2	5	1	2	0	2	0	0	1	1	0	0	0	0	1	2	0	2	0	0	100645.336	75877.67	0.0	45807.582	54004.316	0.0	44075.47	59007.348	0.0	35688.414	31681.486	0.0	
sp|Q9QZQ1-2|AFAD_MOUSE	Q9QZQ1-2	AFAD_MOUSE	Afdn	1805	Mus musculus		Isoform 1 of Afadin	1.0	0.999	28	83	0	83	16	18	3	24	17	5	0	0	0	0	0	0	16	18	3	24	17	5	1164376.0	1054700.1	287623.53	1144314.4	1202501.5	613317.75	104152.99	101075.41	118289.95	107478.22	108846.4	114583.68	tr|E9Q852|E9Q852_MOUSE
sp|Q9QZQ8-1|H2AY_MOUSE	Q9QZQ8-1	H2AY_MOUSE	Macroh2a1	372	Mus musculus		Isoform 2 of Core histone macro-H2A.1	1.0	0.999	17	330	0	330	64	71	48	62	56	29	0	0	0	0	0	0	64	71	48	62	56	29	1.0021951E7	8661524.0	8056240.0	7266606.0	7820061.0	9639192.0	1551017.6	1336520.2	1474310.8	1120149.5	1304159.4	1543794.8	sp|Q9QZQ8|H2AY_MOUSE
sp|Q9QZS3-2|NUMB_MOUSE	Q9QZS3-2	NUMB_MOUSE	Numb	604	Mus musculus		Isoform 2 of Protein numb homolog	1.0	0.999	3	7	0	7	1	2	0	3	1	0	0	0	0	0	0	0	1	2	0	3	1	0	79527.11	68382.27	0.0	62085.6	94007.05	0.0	61459.12	57227.715	0.0	60057.168	71704.83	0.0	sp|Q9QZS3-3|NUMB_MOUSE, sp|Q9QZS3-4|NUMB_MOUSE, sp|Q9QZS3|NUMB_MOUSE
sp|Q9QZX7-2|SRR_MOUSE	Q9QZX7-2	SRR_MOUSE	Srr	314	Mus musculus		Isoform 2 of Serine racemase	0.9434	0.999	1	6	0	6	2	1	0	2	1	0	0	0	0	0	0	0	2	1	0	2	1	0	29944.469	28688.826	0.0	38675.56	22442.436	0.0	29944.469	28688.826	0.0	38675.56	22442.436	0.0	sp|Q9QZX7|SRR_MOUSE
sp|Q9QZZ4-2|MYO15_MOUSE	Q9QZZ4-2	MYO15_MOUSE	Myo15a	3493	Mus musculus		Isoform 2 of Unconventional myosin-XV	1.0	0.999	3	6	0	6	2	1	0	3	0	0	0	0	0	0	0	0	2	1	0	3	0	0	84764.586	52203.836	0.0	231154.92	60741.152	0.0	77579.63	52203.836	0.0	190533.69	60741.152	0.0	sp|Q9QZZ4|MYO15_MOUSE
sp|Q9R008|KIME_MOUSE	Q9R008	KIME_MOUSE	Mvk	395	Mus musculus	1:Experimental evidence at protein level	Mevalonate kinase	0.9998	0.999	2	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	36167.906	49170.28	0.0	68833.42	41494.39	0.0	36167.906	49170.28	0.0	34484.387	41494.39	0.0	tr|A0A0G2JEG0|A0A0G2JEG0_MOUSE
sp|Q9R020-2|ZRAB2_MOUSE	Q9R020-2	ZRAB2_MOUSE	Zranb2	293	Mus musculus		Isoform 2 of Zinc finger Ran-binding domain-containing protein 2	1.0	0.999	4	8	0	8	2	2	0	3	1	0	0	0	0	0	0	0	2	2	0	3	1	0	123201.016	61039.688	0.0	80795.33	56474.76	626388.4	88575.484	58020.004	0.0	43623.836	86186.78	362085.75	sp|Q9R020|ZRAB2_MOUSE, tr|D3Z4U0|D3Z4U0_MOUSE, tr|E9PUD0|E9PUD0_MOUSE
sp|Q9R049-2|AMFR_MOUSE	Q9R049-2	AMFR_MOUSE	Amfr	639	Mus musculus		Isoform 2 of E3 ubiquitin-protein ligase AMFR	0.9989	0.999	2	6	0	6	0	2	0	1	2	1	0	0	0	0	0	0	0	2	0	1	2	1	59792.73	55398.297	0.0	67949.664	67791.94	201929.56	73703.95	68287.125	0.0	83758.66	83564.234	64723.117	sp|Q9R049|AMFR_MOUSE
sp|Q9R061|NUBP2_MOUSE	Q9R061	NUBP2_MOUSE	Nubp2	275	Mus musculus	1:Experimental evidence at protein level	Cytosolic Fe-S cluster assembly factor NUBP2	0.9422	0.999	1	3	0	3	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	47780.797	52592.95	0.0	85689.87	47886.684	0.0	47780.797	52592.95	0.0	85689.87	47886.684	0.0	tr|A0A3Q4EH93|A0A3Q4EH93_MOUSE, tr|A0A3Q4L2S1|A0A3Q4L2S1_MOUSE
sp|Q9R062|GLYG_MOUSE	Q9R062	GLYG_MOUSE	Gyg1	333	Mus musculus	1:Experimental evidence at protein level	Glycogenin-1	1.0	0.999	5	20	4	20	4	4	0	5	7	0	1	1	0	1	1	0	4	4	0	5	7	0	224415.72	301519.38	0.0	268398.5	344463.4	1709418.6	117966.22	137343.47	0.0	129987.555	123343.07	596797.06	
sp|Q9R069|BCAM_MOUSE	Q9R069	BCAM_MOUSE	Bcam	622	Mus musculus	1:Experimental evidence at protein level	Basal cell adhesion molecule	1.0	0.999	7	29	9	29	6	8	0	8	6	1	2	3	0	2	2	0	6	8	0	8	6	1	367077.5	388582.75	0.0	301409.9	445400.2	214047.31	85801.08	93546.98	0.0	100345.68	119428.03	95886.164	
sp|Q9R078|AAKB1_MOUSE	Q9R078	AAKB1_MOUSE	Prkab1	270	Mus musculus	1:Experimental evidence at protein level	5'-AMP-activated protein kinase subunit beta-1	0.9434	0.999	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	24970.486	21943.566	0.0	0.0	0.0	0.0	24970.486	21943.566	0.0	tr|S4R2R1|S4R2R1_MOUSE
sp|Q9R088|KITM_MOUSE	Q9R088	KITM_MOUSE	Tk2	270	Mus musculus	1:Experimental evidence at protein level	Thymidine kinase 2, mitochondrial	0.9422	0.999	1	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	54535.29	37386.363	0.0	59260.38	57448.6	0.0	54535.29	37386.363	0.0	59260.38	57448.6	0.0	tr|Q8BN51|Q8BN51_MOUSE
sp|Q9R097|SPIT1_MOUSE	Q9R097	SPIT1_MOUSE	Spint1	507	Mus musculus	1:Experimental evidence at protein level	Kunitz-type protease inhibitor 1	1.0	0.999	3	7	7	7	2	1	0	2	2	0	2	1	0	2	2	0	2	1	0	2	2	0	112257.92	68493.23	0.0	161059.64	119481.7	79360.7	92472.8	68493.23	0.0	134712.19	115991.54	79360.7	
sp|Q9R098|HGFA_MOUSE	Q9R098	HGFA_MOUSE	Hgfac	653	Mus musculus	1:Experimental evidence at protein level	Hepatocyte growth factor activator	1.0	0.999	2	6	1	6	2	3	0	0	1	0	0	1	0	0	0	0	2	3	0	0	1	0	110383.05	100945.22	0.0	0.0	111186.16	106845.25	65395.74	60127.043	0.0	0.0	66025.24	106845.25	
sp|Q9R099|TBL2_MOUSE	Q9R099	TBL2_MOUSE	Tbl2	442	Mus musculus	1:Experimental evidence at protein level	Transducin beta-like protein 2	1.0	0.999	13	55	36	55	10	12	0	16	13	4	7	9	0	10	7	3	10	12	0	16	13	4	908587.8	755728.44	0.0	781105.3	985414.25	513166.44	190280.47	196995.6	0.0	171764.83	212637.5	249046.06	
sp|Q9R0A0|PEX14_MOUSE	Q9R0A0	PEX14_MOUSE	Pex14	376	Mus musculus	1:Experimental evidence at protein level	Peroxisomal membrane protein PEX14	1.0	0.999	5	11	11	11	0	1	0	6	3	1	0	1	0	6	3	1	0	1	0	6	3	1	70432.016	94975.266	0.0	222591.56	102201.6	50199.84	44945.086	60605.42	0.0	63342.65	52900.527	50199.84	
sp|Q9R0A1|CLCN2_MOUSE	Q9R0A1	CLCN2_MOUSE	Clcn2	908	Mus musculus	1:Experimental evidence at protein level	Chloride channel protein 2	0.9966	0.999	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	30770.379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A338P673|A0A338P673_MOUSE, tr|A9C437|A9C437_MOUSE, tr|D6RFS3|D6RFS3_MOUSE
sp|Q9R0A5|NEK3_MOUSE	Q9R0A5	NEK3_MOUSE	Nek3	511	Mus musculus	1:Experimental evidence at protein level	Serine/threonine-protein kinase Nek3	1.0	0.999	2	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	16421.307	24340.594	0.0	16570.545	13469.44	0.0	15524.555	14047.868	0.0	24551.113	12733.888	0.0	tr|F8WGD4|F8WGD4_MOUSE
sp|Q9R0B7|ZN346_MOUSE	Q9R0B7	ZN346_MOUSE	Znf346	294	Mus musculus	1:Experimental evidence at protein level	Zinc finger protein 346	0.9999	0.999	2	5	0	5	0	2	0	3	0	0	0	0	0	0	0	0	0	2	0	3	0	0	91489.17	134087.67	0.0	141797.45	113184.8	0.0	82895.0	97684.38	0.0	117320.0	88592.86	0.0	tr|E9PYN2|E9PYN2_MOUSE
sp|Q9R0E1|PLOD3_MOUSE	Q9R0E1	PLOD3_MOUSE	Plod3	741	Mus musculus	1:Experimental evidence at protein level	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3	1.0	0.999	8	28	28	28	5	8	0	9	6	0	5	8	0	9	6	0	5	8	0	9	6	0	262824.97	263879.47	0.0	297836.66	364298.84	118441.914	87768.29	93195.305	0.0	105553.8	122467.555	79596.1	
sp|Q9R0E2|PLOD1_MOUSE	Q9R0E2	PLOD1_MOUSE	Plod1	728	Mus musculus	1:Experimental evidence at protein level	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	1.0	0.999	12	31	14	31	7	3	1	5	14	1	2	1	1	3	7	0	7	3	1	5	14	1	682408.4	301252.22	810535.0	258322.88	553643.9	635666.2	148564.55	94370.484	713264.0	173616.23	157507.39	170665.4	
sp|Q9R0H0-2|ACOX1_MOUSE	Q9R0H0-2	ACOX1_MOUSE	Acox1	661	Mus musculus		Isoform 2 of Peroxisomal acyl-coenzyme A oxidase 1	1.0	0.999	4	13	0	13	1	4	0	6	1	1	0	0	0	0	0	0	1	4	0	6	1	1	114131.45	92420.06	0.0	100969.6	24105.686	88357.53	43561.42	47379.637	0.0	50997.75	43917.05	98948.164	sp|Q9R0H0|ACOX1_MOUSE
sp|Q9R0H2-2|MUCEN_MOUSE	Q9R0H2-2	MUCEN_MOUSE	Emcn	248	Mus musculus		Isoform 2 of Endomucin	1.0	0.999	1	9	0	9	1	3	0	2	2	1	0	0	0	0	0	0	1	3	0	2	2	1	152565.84	252706.86	0.0	295039.03	230278.5	160590.19	152565.84	232419.97	0.0	295039.03	230278.5	160590.19	sp|Q9R0H2-3|MUCEN_MOUSE, sp|Q9R0H2-4|MUCEN_MOUSE, sp|Q9R0H2|MUCEN_MOUSE
sp|Q9R0H5|K2C71_MOUSE	Q9R0H5	K2C71_MOUSE	Krt71	524	Mus musculus	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 71	1.0	0.999	22	24	12	418	1	1	3	13	2	4	0	0	2	9	0	1	52	37	97	104	51	77	334701.6	253322.19	622645.7	604030.06	153908.97	1674717.4	248482.05	182105.88	278639.8	59737.535	112094.71	421163.06	
sp|Q9R0K7|AT2B2_MOUSE	Q9R0K7	AT2B2_MOUSE	Atp2b2	1198	Mus musculus	1:Experimental evidence at protein level	Plasma membrane calcium-transporting ATPase 2	1.0	0.999	15	11	0	77	2	2	0	2	5	0	0	0	0	0	0	0	16	16	0	16	23	6	209826.86	190571.55	0.0	100198.54	289963.03	81508.68	75149.64	88651.88	0.0	51509.09	115505.2	165720.69	tr|F8WHB1|F8WHB1_MOUSE, tr|Q3UHH0|Q3UHH0_MOUSE
sp|Q9R0L6-2|PCM1_MOUSE	Q9R0L6-2	PCM1_MOUSE	Pcm1	2064	Mus musculus		Isoform 2 of Pericentriolar material 1 protein	1.0	0.999	7	10	0	10	2	3	0	4	1	0	0	0	0	0	0	0	2	3	0	4	1	0	301214.1	216590.95	0.0	157256.8	167064.58	0.0	95697.47	136571.17	0.0	144310.95	119290.79	0.0	sp|Q9R0L6|PCM1_MOUSE
sp|Q9R0L7|AKP8L_MOUSE	Q9R0L7	AKP8L_MOUSE	Akap8l	642	Mus musculus	1:Experimental evidence at protein level	A-kinase anchor protein 8-like	1.0	0.999	3	6	0	6	0	2	0	2	2	0	0	0	0	0	0	0	0	2	0	2	2	0	70035.0	72936.375	0.0	39538.094	60413.797	27826.297	42329.383	44445.13	0.0	45395.926	35950.863	24388.754	tr|A0A494B9L0|A0A494B9L0_MOUSE, tr|A0A494BBL1|A0A494BBL1_MOUSE, tr|Q5RL57|Q5RL57_MOUSE
sp|Q9R0M6|RAB9A_MOUSE	Q9R0M6	RAB9A_MOUSE	Rab9a	201	Mus musculus	1:Experimental evidence at protein level	Ras-related protein Rab-9A	1.0	0.999	2	6	2	6	2	0	0	2	2	0	0	0	0	1	1	0	2	0	0	2	2	0	60534.367	54208.016	0.0	65518.914	68528.17	0.0	60534.367	38774.81	0.0	48304.953	49184.977	0.0	
sp|Q9R0M8|S35A2_MOUSE	Q9R0M8	S35A2_MOUSE	Slc35a2	390	Mus musculus	1:Experimental evidence at protein level	UDP-galactose translocator	1.0	0.999	2	9	0	9	2	2	0	2	3	0	0	0	0	0	0	0	2	2	0	2	3	0	164633.17	82012.695	0.0	91867.67	100879.15	65465.39	98139.36	51195.293	0.0	57349.92	51401.93	78911.12	tr|A2AER4|A2AER4_MOUSE
sp|Q9R0N0|GALK1_MOUSE	Q9R0N0	GALK1_MOUSE	Galk1	392	Mus musculus	1:Experimental evidence at protein level	Galactokinase	1.0	0.999	6	16	16	16	8	2	0	2	3	1	8	2	0	2	3	1	8	2	0	2	3	1	569300.5	235382.7	0.0	100908.266	344930.03	343362.2	142333.58	71278.5	0.0	82817.875	108605.71	149206.38	
sp|Q9R0N5|SYT5_MOUSE	Q9R0N5	SYT5_MOUSE	Syt5	386	Mus musculus	1:Experimental evidence at protein level	Synaptotagmin-5	1.0	0.999	11	23	22	23	3	4	0	10	6	0	3	4	0	9	6	0	3	4	0	10	6	0	294355.47	280280.7	0.0	273267.7	310053.25	257673.3	81270.21	67904.99	0.0	72305.76	67089.94	426414.12	
sp|Q9R0N7-4|SYT7_MOUSE	Q9R0N7-4	SYT7_MOUSE	Syt7	567	Mus musculus		Isoform 4 of Synaptotagmin-7	1.0	0.999	2	4	0	4	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	2	1	0	77839.734	87345.28	0.0	58379.79	59616.984	0.0	45031.32	52579.5	0.0	35258.293	34147.633	0.0	tr|A0A2C9F2C1|A0A2C9F2C1_MOUSE, tr|A0A494BB44|A0A494BB44_MOUSE, tr|A0A498WGM0|A0A498WGM0_MOUSE
